new_area_code,original_area_code,original,city,current_state,current_county,current_state_fip,current_county_fip,old_county_fips,state,county,population_1950,residence_telephones_1945,population_under5_1950,population_over65_1950,births,black_pop,dial_pulls
832,713,FALSE,Channelview,Texas,harris,48,201,NA,NA,NA,806701,6428,93541,37918,33360,150853,11
832,713,FALSE,Cloverleaf,Texas,harris,48,201,NA,NA,NA,806701,6428,93541,37918,33360,150853,11
832,713,FALSE,Deer Park,Texas,harris,48,201,NA,NA,NA,806701,6428,93541,37918,33360,150853,11
832,713,FALSE,South Houston,Texas,harris,48,201,NA,NA,NA,806701,6428,93541,37918,33360,150853,11
832,713,FALSE,La Porte,Texas,harris,48,201,NA,NA,NA,806701,6428,93541,37918,33360,150853,11
832,713,FALSE,Pasadena,Texas,harris,48,201,NA,NA,NA,806701,6428,93541,37918,33360,150853,11
832,713,FALSE,Spring,Texas,harris,48,201,NA,NA,NA,806701,6428,93541,37918,33360,150853,11
337,504,FALSE,New Iberia,Louisiana,iberia,22,45,NA,NA,NA,40059,1978,5211,2424,1746,12979,19
504,504,TRUE,Chalmette,Louisiana,st. bernard,22,87,NA,NA,NA,11087,0,1533,548,870,1619,19
830,512,FALSE,New Braunfels,Texas,comal,48,91,NA,NA,NA,16357,1248,2022,1377,386,278,8
352,305,FALSE,Gainesville,Florida,alachua,12,1,NA,NA,NA,57026,2403,6310,3470,2074,16538,18
830,512,FALSE,Seguin,Texas,guadalupe,48,187,NA,NA,NA,25392,1744,3179,2048,678,3631,8
281,713,FALSE,Mission Bend,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
281,713,FALSE,Missouri City,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
281,713,FALSE,Rosenberg,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
281,713,FALSE,Sugar Land,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
346,713,FALSE,Mission Bend,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
346,713,FALSE,Missouri City,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
346,713,FALSE,Rosenberg,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
346,713,FALSE,Sugar Land,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
713,713,TRUE,Mission Bend,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
713,713,TRUE,Missouri City,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
713,713,TRUE,Rosenberg,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
713,713,TRUE,Sugar Land,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
832,713,FALSE,Mission Bend,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
832,713,FALSE,Missouri City,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
832,713,FALSE,Rosenberg,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
832,713,FALSE,Sugar Land,Texas,fort bend,48,157,NA,NA,NA,31056,1093,3622,1873,962,7516,11
985,504,FALSE,Houma,Louisiana,terrebonne,22,109,NA,NA,NA,43328,1806,6648,2355,2238,10659,19
210,512,FALSE,San Antonio,Texas,bexar,48,29,NA,NA,NA,500460,46253,62487,30150,19674,33531,8
386,305,FALSE,Palm Coast,Florida,flagler,12,35,NA,NA,NA,3367,20,357,300,130,1535,18
281,713,FALSE,Alvin,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
281,713,FALSE,Pearland,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
346,713,FALSE,Alvin,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
346,713,FALSE,Pearland,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
713,713,TRUE,Alvin,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
713,713,TRUE,Pearland,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
832,713,FALSE,Alvin,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
832,713,FALSE,Pearland,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
979,713,FALSE,Lake Jackson,Texas,brazoria,48,39,NA,NA,NA,46549,2898,5561,2236,1774,6843,11
281,713,FALSE,Friendswood,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
281,713,FALSE,League City,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
346,713,FALSE,Friendswood,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
346,713,FALSE,League City,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
409,713,FALSE,Galveston,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
409,713,FALSE,Texas City,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
713,713,TRUE,Friendswood,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
713,713,TRUE,League City,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
832,713,FALSE,Friendswood,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
832,713,FALSE,League City,Texas,galveston,48,167,NA,NA,NA,113066,12674,13396,5968,3426,23857,11
352,305,FALSE,Ocala,Florida,marion,12,83,NA,NA,NA,38187,1435,4291,3407,1158,14587,18
386,305,FALSE,Daytona Beach,Florida,volusia,12,127,NA,NA,NA,74229,4037,6559,9190,2290,16405,18
386,305,FALSE,DeLand,Florida,volusia,12,127,NA,NA,NA,74229,4037,6559,9190,2290,16405,18
386,305,FALSE,Deltona,Florida,volusia,12,127,NA,NA,NA,74229,4037,6559,9190,2290,16405,18
386,305,FALSE,New Smyrna Beach,Florida,volusia,12,127,NA,NA,NA,74229,4037,6559,9190,2290,16405,18
386,305,FALSE,Ormond Beach,Florida,volusia,12,127,NA,NA,NA,74229,4037,6559,9190,2290,16405,18
386,305,FALSE,Port Orange,Florida,volusia,12,127,NA,NA,NA,74229,4037,6559,9190,2290,16405,18
361,512,FALSE,Victoria,Texas,victoria,48,469,NA,NA,NA,31241,2355,3995,1780,1242,3093,8
830,512,FALSE,Eagle Pass,Texas,maverick,48,323,NA,NA,NA,12292,389,1715,592,748,37,8
321,305,FALSE,Altamonte Springs,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
321,305,FALSE,Casselberry,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
321,305,FALSE,Oviedo,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
321,305,FALSE,Sanford,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
321,305,FALSE,Wekiwa Springs,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
321,305,FALSE,Winter Springs,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
407,305,FALSE,Altamonte Springs,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
407,305,FALSE,Casselberry,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
407,305,FALSE,Oviedo,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
407,305,FALSE,Sanford,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
407,305,FALSE,Wekiwa Springs,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
407,305,FALSE,Winter Springs,Florida,seminole,12,117,NA,NA,NA,26883,1203,3037,2374,1488,11936,18
321,305,FALSE,West Melbourne,Florida,brevard,12,9,NA,NA,NA,23653,854,2435,2666,3420,6008,18
321,305,FALSE,Merritt Island,Florida,brevard,12,9,NA,NA,NA,23653,854,2435,2666,3420,6008,18
321,305,FALSE,Palm Bay,Florida,brevard,12,9,NA,NA,NA,23653,854,2435,2666,3420,6008,18
321,305,FALSE,Rockledge,Florida,brevard,12,9,NA,NA,NA,23653,854,2435,2666,3420,6008,18
321,305,FALSE,Titusville,Florida,brevard,12,9,NA,NA,NA,23653,854,2435,2666,3420,6008,18
321,305,FALSE,South Apopka,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
321,305,FALSE,Oak Ridge,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
321,305,FALSE,Ocoee,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
321,305,FALSE,Orlando,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
321,305,FALSE,Pine Hills,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
321,305,FALSE,Winter Park,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
407,305,FALSE,South Apopka,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
407,305,FALSE,Oak Ridge,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
407,305,FALSE,Ocoee,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
407,305,FALSE,Orlando,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
407,305,FALSE,Pine Hills,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
407,305,FALSE,Winter Park,Florida,orange,12,95,NA,NA,NA,114950,8195,11452,11831,6988,22760,18
352,305,FALSE,Spring Hill,Florida,hernando,12,53,NA,NA,NA,6693,202,764,634,298,1539,18
727,305,FALSE,Bayonet Point,Florida,pasco,12,101,NA,NA,NA,20529,385,2107,2497,638,2771,18
727,305,FALSE,Holiday,Florida,pasco,12,101,NA,NA,NA,20529,385,2107,2497,638,2771,18
813,305,FALSE,Land O' Lakes,Florida,pasco,12,101,NA,NA,NA,20529,385,2107,2497,638,2771,18
863,305,FALSE,Lakeland,Florida,polk,12,105,NA,NA,NA,123997,8145,13575,10033,4506,25543,18
863,305,FALSE,Winter Haven,Florida,polk,12,105,NA,NA,NA,123997,8145,13575,10033,4506,25543,18
321,305,FALSE,Kissimmee,Florida,osceola,12,97,NA,NA,NA,11406,281,934,2458,362,1494,18
321,305,FALSE,Saint Cloud,Florida,osceola,12,97,NA,NA,NA,11406,281,934,2458,362,1494,18
407,305,FALSE,Kissimmee,Florida,osceola,12,97,NA,NA,NA,11406,281,934,2458,362,1494,18
407,305,FALSE,Saint Cloud,Florida,osceola,12,97,NA,NA,NA,11406,281,934,2458,362,1494,18
956,512,FALSE,Laredo,Texas,webb,48,479,NA,NA,NA,56141,2061,8040,2916,2720,112,8
813,305,FALSE,Brandon,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
813,305,FALSE,Citrus Park,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
813,305,FALSE,Greater Northdale,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
813,305,FALSE,Lake Magdalene,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
813,305,FALSE,Plant City,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
813,305,FALSE,Tampa,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
813,305,FALSE,Temple Terrace,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
813,305,FALSE,Town 'n' Country,Florida,hillsborough,12,57,NA,NA,NA,249894,19198,25989,20127,9530,38234,18
727,305,FALSE,Clearwater,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
727,305,FALSE,Dunedin,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
727,305,FALSE,Largo,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
727,305,FALSE,Lealman,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
727,305,FALSE,Palm Harbor,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
727,305,FALSE,Pinellas Park,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
727,305,FALSE,Saint Petersburg,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
727,305,FALSE,Tarpon Springs,Florida,pinellas,12,103,NA,NA,NA,159249,14339,11598,29936,5826,18791,18
361,512,FALSE,Corpus Christi,Texas,nueces,48,355,NA,NA,NA,165471,11358,24411,5814,6602,8108,8
772,305,FALSE,Vero Beach South,Florida,indian river,12,61,NA,NA,NA,11872,425,1323,1046,626,2956,18
941,305,FALSE,South Bradenton,Florida,manatee,12,81,NA,NA,NA,34704,2123,3357,4728,1160,7913,18
361,512,FALSE,Kingsville,Texas,kleberg,48,273,NA,NA,NA,21991,1187,3071,912,1006,814,8
772,305,FALSE,Fort Pierce South,Florida,st. lucie,12,111,NA,NA,NA,20180,663,2255,1359,988,6397,18
772,305,FALSE,Port Saint Lucie,Florida,st. lucie,12,111,NA,NA,NA,20180,663,2255,1359,988,6397,18
941,305,FALSE,North Port,Florida,sarasota,12,115,NA,NA,NA,28827,2653,2403,3430,1368,4612,18
941,305,FALSE,Sarasota,Florida,sarasota,12,115,NA,NA,NA,28827,2653,2403,3430,1368,4612,18
772,305,FALSE,Palm City,Florida,martin,12,85,NA,NA,NA,7807,274,734,831,406,2202,18
941,305,FALSE,Port Charlotte,Florida,charlotte,12,15,NA,NA,NA,4286,235,364,630,216,673,18
941,305,FALSE,Punta Gorda,Florida,charlotte,12,15,NA,NA,NA,4286,235,364,630,216,673,18
561,305,FALSE,Boca Del Mar,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Boca Raton,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Boynton Beach,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Delray Beach,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Jupiter,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Lake Worth,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Palm Beach Gardens,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Riviera Beach,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Royal Palm Beach,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,Wellington,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
561,305,FALSE,West Palm Beach,Florida,palm beach,12,99,NA,NA,NA,114688,6616,10683,10332,4808,34750,18
956,512,FALSE,Edinburg,Texas,hidalgo,48,215,NA,NA,NA,160446,4011,25090,6853,6244,1444,8
956,512,FALSE,McAllen,Texas,hidalgo,48,215,NA,NA,NA,160446,4011,25090,6853,6244,1444,8
956,512,FALSE,Mission,Texas,hidalgo,48,215,NA,NA,NA,160446,4011,25090,6853,6244,1444,8
956,512,FALSE,Pharr,Texas,hidalgo,48,215,NA,NA,NA,160446,4011,25090,6853,6244,1444,8
956,512,FALSE,San Juan,Texas,hidalgo,48,215,NA,NA,NA,160446,4011,25090,6853,6244,1444,8
956,512,FALSE,Weslaco,Texas,hidalgo,48,215,NA,NA,NA,160446,4011,25090,6853,6244,1444,8
239,305,FALSE,Bonita Springs,Florida,lee,12,71,NA,NA,NA,23404,1189,2217,2324,1186,4704,18
239,305,FALSE,Cape Coral,Florida,lee,12,71,NA,NA,NA,23404,1189,2217,2324,1186,4704,18
239,305,FALSE,North Fort Myers,Florida,lee,12,71,NA,NA,NA,23404,1189,2217,2324,1186,4704,18
239,305,FALSE,Lehigh Acres,Florida,lee,12,71,NA,NA,NA,23404,1189,2217,2324,1186,4704,18
239,305,FALSE,Golden Gate,Florida,collier,12,21,NA,NA,NA,6488,96,709,324,404,1985,18
239,305,FALSE,Naples,Florida,collier,12,21,NA,NA,NA,6488,96,709,324,404,1985,18
956,512,FALSE,Brownsville,Texas,cameron,48,61,NA,NA,NA,125170,3983,19388,5604,5596,1001,8
956,512,FALSE,Harlingen,Texas,cameron,48,61,NA,NA,NA,125170,3983,19388,5604,5596,1001,8
956,512,FALSE,San Benito,Texas,cameron,48,61,NA,NA,NA,125170,3983,19388,5604,5596,1001,8
305,305,TRUE,Miramar,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
352,305,FALSE,Oakland Park,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Coconut Creek,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Cooper City,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Coral Springs,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Dania Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Davie,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Deerfield Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Fort Lauderdale,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Hallandale Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Hollywood,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Lauderdale Lakes,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Lauderhill,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Margate,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,North Lauderdale,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Pembroke Pines,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Plantation,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Pompano Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Sunrise,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Tamarac,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
754,305,FALSE,Weston,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
786,305,FALSE,Miramar,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Coconut Creek,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Cooper City,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Coral Springs,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Dania Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Davie,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Deerfield Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Fort Lauderdale,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Hallandale Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Hollywood,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Lauderdale Lakes,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Lauderhill,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Margate,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,North Lauderdale,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Pembroke Pines,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Plantation,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Pompano Beach,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Sunrise,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Tamarac,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
954,305,FALSE,Weston,Florida,broward,12,11,NA,NA,NA,83933,3660,8399,6333,7486,21319,18
305,305,TRUE,Aventura,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Carol City,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Coral Gables,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Coral Terrace,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Country Club,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Cutler Ridge,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Doral,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Golden Glades,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Hialeah,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Homestead,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Kendale Lakes,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Kendall West,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Leisure City,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,West Miami,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,North Miami Beach,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Miami Lakes,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Norland,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,North Miami,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Richmond West,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Richmond Heights,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,South Miami Heights,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Tamiami,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,West Little River,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Westchester,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
321,305,FALSE,University Park,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
407,305,FALSE,University Park,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
561,305,FALSE,University Park,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Aventura,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Carol City,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Coral Gables,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Coral Terrace,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Country Club,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Cutler Ridge,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Doral,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Golden Glades,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Hialeah,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Homestead,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Kendale Lakes,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Kendall West,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Leisure City,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,West Miami,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,North Miami Beach,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Miami Lakes,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Norland,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,North Miami,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Richmond West,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Richmond Heights,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,South Miami Heights,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Tamiami,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,West Little River,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
786,305,FALSE,Westchester,Florida,miami-dade,12,86,NA,NA,NA,495084,37599,44948,37755,19612,65351,18
305,305,TRUE,Key West,Florida,monroe,12,87,NA,NA,NA,29957,963,3401,1468,1284,3235,18
